"","id","medium","headline","date"
"1034",111552725,"Speeches","George W. Bush",2004-01-20
"1035",111552726,"Speeches","George W. Bush",2004-01-20
"1036",111552727,"Speeches","George W. Bush",2004-01-20
"1037",111552728,"Speeches","George W. Bush",2004-01-20
"1038",111552729,"Speeches","George W. Bush",2004-01-20
"1039",111552730,"Speeches","George W. Bush",2004-01-20
"1040",111552731,"Speeches","George W. Bush",2004-01-20
"1041",111552732,"Speeches","George W. Bush",2004-01-20
"1042",111552733,"Speeches","George W. Bush",2004-01-20
"1043",111552734,"Speeches","George W. Bush",2004-01-20
"1044",111552735,"Speeches","George W. Bush",2004-01-20
"1045",111552736,"Speeches","George W. Bush",2004-01-20
"1046",111552737,"Speeches","George W. Bush",2004-01-20
"1047",111552738,"Speeches","George W. Bush",2004-01-20
"1048",111552739,"Speeches","George W. Bush",2004-01-20
"1049",111552740,"Speeches","George W. Bush",2004-01-20
"1050",111552741,"Speeches","George W. Bush",2004-01-20
"1051",111552742,"Speeches","George W. Bush",2004-01-20
"1052",111552743,"Speeches","George W. Bush",2004-01-20
"1053",111552744,"Speeches","George W. Bush",2004-01-20
"1054",111552745,"Speeches","George W. Bush",2004-01-20
"1055",111552746,"Speeches","George W. Bush",2004-01-20
"1056",111552747,"Speeches","George W. Bush",2004-01-20
"1057",111552748,"Speeches","George W. Bush",2004-01-20
"1058",111552749,"Speeches","George W. Bush",2004-01-20
"1059",111552750,"Speeches","George W. Bush",2004-01-20
"1060",111552751,"Speeches","George W. Bush",2004-01-20
"1061",111552752,"Speeches","George W. Bush",2004-01-20
"1062",111552753,"Speeches","George W. Bush",2004-01-20
"1063",111552754,"Speeches","George W. Bush",2004-01-20
"1064",111552755,"Speeches","George W. Bush",2004-01-20
"1065",111552756,"Speeches","George W. Bush",2004-01-20
"1066",111552757,"Speeches","George W. Bush",2004-01-20
"1067",111552758,"Speeches","George W. Bush",2004-01-20
"1068",111552759,"Speeches","George W. Bush",2004-01-20
"1069",111552760,"Speeches","George W. Bush",2004-01-20
"1070",111552761,"Speeches","George W. Bush",2004-01-20
"1071",111552762,"Speeches","George W. Bush",2004-01-20
"1072",111552763,"Speeches","George W. Bush",2004-01-20
"1073",111552764,"Speeches","George W. Bush",2004-01-20
"1074",111552765,"Speeches","George W. Bush",2004-01-20
"1075",111552766,"Speeches","George W. Bush",2004-01-20
"1076",111552767,"Speeches","George W. Bush",2004-01-20
"1077",111552768,"Speeches","George W. Bush",2004-01-20
"1078",111552769,"Speeches","George W. Bush",2004-01-20
"1079",111552770,"Speeches","George W. Bush",2004-01-20
"1080",111552771,"Speeches","George W. Bush",2004-01-20
"1081",111552772,"Speeches","George W. Bush",2004-01-20
"1082",111552773,"Speeches","George W. Bush",2004-01-20
"1083",111552774,"Speeches","George W. Bush",2004-01-20
"1084",111552775,"Speeches","George W. Bush",2004-01-20
"1085",111552776,"Speeches","George W. Bush",2004-01-20
"1086",111552777,"Speeches","George W. Bush",2004-01-20
"1087",111552778,"Speeches","George W. Bush",2004-01-20
"1088",111552779,"Speeches","George W. Bush",2004-01-20
"1089",111552780,"Speeches","George W. Bush",2004-01-20
"1090",111552781,"Speeches","George W. Bush",2004-01-20
