id,date,headline,medium,length,text
111552119,2010-01-27 00:00:00,Barack Obama,Democrats,101,"Now, these diplomatic efforts have also strengthened our hand in dealing with those nations that insist on violating international agreements in pursuit of nuclear weapons. That's why North Korea now faces increased isolation and stronger sanctions, sanctions that are being vigorously enforced. That's why the international community is more united and the Islamic Republic of Iran is more isolated. And as Iran's leaders continue to ignore their obligations, there should be no doubt: They too will face growing consequences. That is a promise."
111552120,2010-01-27 00:00:00,Barack Obama,Democrats,127,"That's the leadership we are providing: engagement that advances the common security and prosperity of all people. We're working through the G-20 to sustain a lasting global recovery. We're working with Muslim communities around the world to promote science and education and innovation. We have gone from a bystander to a leader in the fight against climate change. We're helping developing countries to feed themselves and continuing the fight against HIV/AIDS. And we are launching a new initiative that will give us the capacity to respond faster and more effectively to bioterrorism or an infectious disease, a plan that will counter threats at home and strengthen public health abroad."
111552121,2010-01-27 00:00:00,Barack Obama,Democrats,129,"As we have for over 60 years, America takes these actions because our destiny is connected to those beyond our shores. But we also do it because it is right. That's why, as we meet here tonight, over 10,000 Americans are working with many nations to help the people of Haiti recover and rebuild. That's why we stand with the girl who yearns to go to school in Afghanistan, why we support the human rights of the women marching through the streets of Iran, why we advocate for the young man denied a job by corruption in Guinea. For America must always stand on the side of freedom and human dignity--always."
111552122,2010-01-27 00:00:00,Barack Obama,Democrats,88,"We must continually renew this promise. My administration has a Division that is once again prosecuting violations and employment discrimination. We finally strengthened our laws to protect against crimes driven by hate. This year, I will work with Congress and our military to finally repeal the law that denies gay Americans the right to serve the country they love because of who they are. It's the right thing to do."
111552123,2010-01-27 00:00:00,Barack Obama,Democrats,111,"In the end, it's our ideals, our values that built America, values that allowed us to forge a nation made up of immigrants from every corner of the globe, values that drive our citizens still. Every day, Americans meet their responsibilities to their families and their employers. Time and again, they lend a hand to their neighbors and give back to their country. They take pride in their labor and are generous in spirit. These aren't Republican values or Democratic values that they're living by, business values or labor values, they're American values."
111552124,2010-01-27 00:00:00,Barack Obama,Democrats,143,"Unfortunately, too many of our citizens have lost faith that our biggest institutions--our corporations, our media, and, yes, our Government--still reflect these same values. Each of these institutions are full of honorable men and women doing important work that helps our country prosper. But each time a CEO rewards himself for failure or a banker puts the rest of us at risk for his own selfish gain, people's doubts grow. Each time lobbyists game the system or politicians tear each other down instead of lifting this country up, we lose faith. The more that TV pundits reduce serious debates to silly arguments, big issues into sound bites, our citizens turn away. No wonder there's so much cynicism out there. No wonder there's so much disappointment."
111552125,2010-01-27 00:00:00,Barack Obama,Democrats,58,"I campaigned on the promise of change. Change we can believe in, the slogan went. And right now I know there are many Americans who aren't sure if they still believe we can change or that I can deliver it."
111552126,2010-01-27 00:00:00,Barack Obama,Democrats,73,"But remember this: I never suggested that change would be easy or that I could do it alone. Democracy in a nation of 300 million people can be noisy and messy and complicated. And when you try to do big things and make big changes, it stirs passions and controversy. That's just how it is."
111552127,2010-01-27 00:00:00,Barack Obama,Democrats,67,"Those of us in public office can respond to this reality by playing it safe and avoid telling hard truths and pointing fingers. We can do what's necessary to keep our poll numbers high and get through the next election, instead of doing what's best for the next generation."
111552128,2010-01-27 00:00:00,Barack Obama,Democrats,92,"But I also know this: If people had made that decision 50 years ago or 100 years ago or 200 years ago, we wouldn't be here tonight. The only reason we are here is because generations of Americans were unafraid to do what was hard, to do what was needed even when success was uncertain, to do what it took to keep the dream of this Nation alive for their children and their grandchildren."
111552129,2010-01-27 00:00:00,Barack Obama,Democrats,97,"Now, our administration has had some political setbacks this year, and some of them were deserved. But I wake up every day knowing that they are nothing compared to the setbacks that families all across this country have faced this year. And what keeps me going, what keeps me fighting, is that despite all these setbacks, that spirit of determination and optimism, that fundamental decency that has always been at the core of the American people, that lives on."
111552130,2010-01-27 00:00:00,Barack Obama,Democrats,146,"It lives on in the struggling small-business owner who wrote to me of his company, ""None of us,"" he said, "". . . are willing to consider, even slightly, that we might fail."" It lives on in the woman who said that even though she and her neighbors have felt the pain of recession, ""We are strong. We are resilient. We are American."" It lives on in the 8-year-old boy in Louisiana who just sent me his allowance and asked if I would give it to the people of Haiti. And it lives on in all the Americans who've dropped everything to go someplace they've never been and pull people they've never known from the rubble, prompting chants of ""U.S.A.! U.S.A.! U.S.A.!"" when another life was saved."
111552131,2010-01-27 00:00:00,Barack Obama,Democrats,86,"The spirit that has sustained this Nation for more than two centuries lives on in you, its people. We have finished a difficult year. We have come through a difficult decade. But a new year has come. A new decade stretches before us. We don't quit. I don't quit. Let's seize this moment to start anew, to carry the dream forward, and to strengthen our Union once more. "
111552132,2010-01-27 00:00:00,Barack Obama,Democrats,31,"Thank you. God bless you, and God bless the United States of America."
111552133,2011-01-25 00:00:00,Barack Obama,Democrats,68,It's no secret that those of us here tonight have had our differences over the last 2 years. The debates have been contentious; we have fought fiercely for our beliefs. And that's a good thing. That's what a robust democracy demands. That's what helps set us apart as a nation. 
111552134,2011-01-25 00:00:00,Barack Obama,Democrats,72,"But there's a reason the tragedy in Tucson gave us pause. Amid all the noise and passion and rancor of our public debate, Tucson reminded us that no matter who we are or where we come from, each of us is a part of something greater, something more consequential than party or political preference. "
111552135,2011-01-25 00:00:00,Barack Obama,Democrats,64,"Now, by itself, this simple recognition won't usher in a new era of cooperation. What comes of this moment is up to us. What comes of this moment will be determined not by whether we can sit together tonight, but whether we can work together tomorrow. "
111552136,2011-01-25 00:00:00,Barack Obama,Democrats,86,"I believe we can, and I believe we must. That's what the people who sent us here expect of us. With their votes, they've determined that governing will now be a shared responsibility between parties. New laws will only pass with support from Democrats and Republicans. We will move forward together or not at all, for the challenges we face are bigger than party and bigger than politics. "
111552137,2011-01-25 00:00:00,Barack Obama,Democrats,87,"At stake right now is not who wins the next election. After all, we just had an election. At stake is whether new jobs and industries take root in this country or somewhere else. It's whether the hard work and industry of our people is rewarded. It's whether we sustain the leadership that has made America not just a place on a map, but the light to the world. "
111552138,2011-01-25 00:00:00,Barack Obama,Democrats,51,"We are poised for progress. Two years after the worst recession most of us have ever known, the stock market has come roaring back, corporate profits are up, the economy is growing again. "
111552139,2011-01-25 00:00:00,Barack Obama,Democrats,83,"But we have never measured progress by these yardsticks alone. We measure progress by the success of our people, by the jobs they can find and the quality of life those jobs offer, by the prospects of a small-business owner who dreams of turning a good idea into a thriving enterprise, by the opportunities for a better life that we pass on to our children. "
111552140,2011-01-25 00:00:00,Barack Obama,Democrats,29,That's the project the American people want us to work on—together. 
111552141,2011-01-25 00:00:00,Barack Obama,Democrats,80,"Now, we did that in December. Thanks to the tax cuts we passed, Americans' paychecks are a little bigger today. Every business can write off the full cost of new investments that they make this year. And these steps, taken by Democrats and Republicans, will grow the economy and add to the more than 1 million private sector jobs created last year. "
111552142,2011-01-25 00:00:00,Barack Obama,Democrats,59,"But we have to do more. These steps we've taken over the last 2 years may have broken the back of this recession, but to win the future, we'll need to take on challenges that have been decades in the making. "
111552143,2011-01-25 00:00:00,Barack Obama,Democrats,97,"Many people watching tonight can probably remember a time when finding a good job meant showing up at a nearby factory or a business downtown. You didn't always need a degree, and your competition was pretty much limited to your neighbors. If you worked hard, chances are you'd have a job for life, with a decent paycheck and good benefits and the occasional promotion. Maybe you'd even have the pride of seeing your kids work at the same company. "
111552144,2011-01-25 00:00:00,Barack Obama,Democrats,85,"That world has changed. And for many, the change has been painful. I've seen it in the shuttered windows of once booming factories and the vacant storefronts on once busy Main Streets. I've heard it in the frustrations of Americans who've seen their paychecks dwindle or their jobs disappear, proud men and women who feel like the rules have been changed in the middle of the game. "
111552145,2011-01-25 00:00:00,Barack Obama,Democrats,76,"They're right. The rules have changed. In a single generation, revolutions in technology have transformed the way we live, work, and do business. Steel mills that once needed 1,000 workers can now do the same work with 100. Today, just about any company can set up shop, hire workers, and sell their products wherever there's an Internet connection. "
111552146,2011-01-25 00:00:00,Barack Obama,Democrats,82,"Meanwhile, nations like China and India realized that with some changes of their own, they could compete in this new world. And so they started educating their children earlier and longer, with greater emphasis on math and science. They're investing in research and new technologies. Just recently, China became the home to the world's largest private solar research facility and the world's fastest computer. "
111552147,2011-01-25 00:00:00,Barack Obama,Democrats,110,"So yes, the world is changed. The competition for jobs is real. But this shouldn't discourage us. It should challenge us. Remember, for all the hits we've taken these last few years, for all the naysayers predicting our decline, America still has the largest, most prosperous economy in the world. No workers are more productive than ours. No country has more successful companies or grants more patents to inventors and entrepreneurs. We're the home to the world's best colleges and universities, where more students come to study than any place on Earth. "
111552148,2011-01-25 00:00:00,Barack Obama,Democrats,97,"What's more, we are the first nation to be founded for the sake of an idea: the idea that each of us deserves the chance to shape our own destiny. That's why centuries of pioneers and immigrants have risked everything to come here. It's why our students don't just memorize equations, but answer questions like ""What do you think of that idea? What would you change about the world? What do you want to be when you grow up?"" "
111552149,2011-01-25 00:00:00,Barack Obama,Democrats,75,"The future is ours to win. But to get there, we can't just stand still. As Robert Kennedy told us, ""The future is not a gift. It is an achievement."" Sustaining the American Dream has never been about standing pat. It has required each generation to sacrifice and struggle and meet the demands of a new age. "
111552150,2011-01-25 00:00:00,Barack Obama,Democrats,98,"And now it's our turn. We know what it takes to compete for the jobs and industries of our time. We need to out-innovate, out-educate, and out-build the rest of the world. We have to make America the best place on Earth to do business. We need to take responsibility for our deficit and reform our Government. That's how our people will prosper. That's how we'll win the future. And tonight, I'd like to talk about how we get there. "
111552151,2011-01-25 00:00:00,Barack Obama,Democrats,125,"The first step in winning the future is encouraging American innovation. None of us can predict with certainty what the next big industry will be or where the new jobs will come from. Thirty years ago, we couldn't know that something called the Internet would lead to an economic revolution. What we can do—what America does better than anyone else—is spark the creativity and imagination of our people. We're the nation that put cars in driveways and computers in offices; the nation of Edison and the Wright brothers, of Google and Facebook. In America, innovation doesn't just change our lives. It is how we make our living. "
111552152,2011-01-25 00:00:00,Barack Obama,Democrats,90,"Our free enterprise system is what drives innovation. But because it's not always profitable for companies to invest in basic research, throughout our history, our Government has provided cutting-edge scientists and inventors with the support that they need. That's what planted the seeds for the Internet. That's what helped make possible things like computer chips and GPS. Just think of all the good jobs—from manufacturing to retail—that have come from these breakthroughs. "
111552153,2011-01-25 00:00:00,Barack Obama,Democrats,87,"Half a century ago, when the Soviets beat us into space with the launch of a satellite called Sputnik, we had no idea how we would beat them to the Moon. The science wasn't even there yet. NASA didn't exist. But after investing in better research and education, we didn't just surpass the Soviets; we unleashed a wave of innovation that created new industries and millions of new jobs. "
111552154,2011-01-25 00:00:00,Barack Obama,Democrats,99,"This is our generation's Sputnik moment. Two years ago, I said that we needed to reach a level of research and development we haven't seen since the height of the space race. And in a few weeks, I will be sending a budget to Congress that helps us meet that goal. We'll invest in biomedical research, information technology, and especially clean energy technology, an investment that will strengthen our security, protect our planet, and create countless new jobs for our people. "
111552155,2011-01-25 00:00:00,Barack Obama,Democrats,97,"Already, we're seeing the promise of renewable energy. Robert and Gary Allen are brothers who run a small Michigan roofing company. After September 11th, they volunteered their best roofers to help repair the Pentagon. But half of their factory went unused, and the recession hit them hard. Today, with the help of a Government loan, that empty space is being used to manufacture solar shingles that are being sold all across the country. In Robert's words, ""We reinvented ourselves."" "
111552156,2011-01-25 00:00:00,Barack Obama,Democrats,92,"That's what Americans have done for over 200 years: reinvented ourselves. And to spur on more success stories like the Allen Brothers, we've begun to reinvent our energy policy. We're not just handing out money. We're issuing a challenge. We're telling America's scientists and engineers that if they assemble teams of the best minds in their fields and focus on the hardest problems in clean energy, we'll fund the Apollo projects of our time. "
111552157,2011-01-25 00:00:00,Barack Obama,Democrats,87,"At the California Institute of Technology, they're developing a way to turn sunlight and water into fuel for our cars. At Oak Ridge National Laboratory, they're using supercomputers to get a lot more power out of our nuclear facilities. With more research and incentives, we can break our dependence on oil with biofuels and become the first country to have a million electric vehicles on the road by 2015. "
111552158,2011-01-25 00:00:00,Barack Obama,Democrats,73,"We need to get behind this innovation. And to help pay for it, I'm asking Congress to eliminate the billions in taxpayer dollars we currently give to oil companies. I don't know if you've noticed, but they're doing just fine on their own. [Laughter] So instead of subsidizing yesterday's energy, let's invest in tomorrow's. "
111552159,2011-01-25 00:00:00,Barack Obama,Democrats,67,"Now, clean energy breakthroughs will only translate into clean energy jobs if businesses know there will be a market for what they're selling. So tonight I challenge you to join me in setting a new goal: By 2035, 80 percent of America's electricity will come from clean energy sources. "
111552160,2011-01-25 00:00:00,Barack Obama,Democrats,54,"Some folks want wind and solar. Others want nuclear, clean coal, and natural gas. To meet this goal, we will need them all, and I urge Democrats and Republicans to work together to make it happen. "
111552161,2011-01-25 00:00:00,Barack Obama,Democrats,62,"Maintaining our leadership in research and technology is crucial to America's success. But if we want to win the future, if we want innovation to produce jobs in America and not overseas, then we also have to win the race to educate our kids. "
111552162,2011-01-25 00:00:00,Barack Obama,Democrats,113,"Think about it. Over the next 10 years, nearly half of all new jobs will require education that goes beyond a high school education. And yet as many as a quarter of our students aren't even finishing high school. The quality of our math and science education lags behind many other nations. America has fallen to ninth in the proportion of young people with a college degree. And so the question is whether all of us, as citizens and as parents, are willing to do what's necessary to give every child a chance to succeed. "
111552163,2011-01-25 00:00:00,Barack Obama,Democrats,106,"That responsibility begins not in our classrooms, but in our homes and communities. It's family that first instills the love of learning in a child. Only parents can make sure the TV is turned off and homework gets done. We need to teach our kids that it's not just the winner of the Super Bowl who deserves to be celebrated, but the winner of the science fair. We need to teach them that success is not a function of fame or PR, but of hard work and discipline. "
111552164,2011-01-25 00:00:00,Barack Obama,Democrats,97,"Our schools share this responsibility. When a child walks into a classroom, it should be a place of high expectations and high performance. But too many schools don't meet this test. That's why instead of just pouring money into a system that's not working, we launched a competition called Race to the Top. To all 50 States, we said, ""If you show us the most innovative plans to improve teacher quality and student achievement, we'll show you the money."" "
111552165,2011-01-25 00:00:00,Barack Obama,Democrats,115,"Race to the Top is the most meaningful reform of our public schools in a generation. For less than 1 percent of what we spend on education each year, it has led over 40 States to raise their standards for teaching and learning. And these standards were developed, by the way, not by Washington, but by Republican and Democratic Governors throughout the country. And Race to the Top should be the approach we follow this year as we replace No Child Left Behind with a law that's more flexible and focused on what's best for our kids. "
111552166,2011-01-25 00:00:00,Barack Obama,Democrats,149,"You see, we know what's possible from our children when reform isn't just a top-down mandate, but the work of local teachers and principals, school boards and communities. Take a school like Bruce Randolph in Denver. Three years ago, it was rated one of the worst schools in Colorado, located on turf between two rival gangs. But last May, 97 percent of the seniors received their diploma. Most will be the first in their families to go to college. And after the first year of the school's transformation, the principal who made it possible wiped away tears when a student said, ""Thank you, Ms. Waters, for showing that we are smart and we can make it."" That's what good schools can do, and we want good schools all across the country. "
111552167,2011-01-25 00:00:00,Barack Obama,Democrats,117,"Let's also remember that after parents, the biggest impact on a child's success comes from the man or woman at the front of the classroom. In South Korea, teachers are known as ""nation builders."" Here in America, it's time we treated the people who educate our children with the same level of respect. We want to reward good teachers and stop making excuses for bad ones. And over the next 10 years, with so many baby boomers retiring from our classrooms, we want to prepare 100,000 new teachers in the fields of science and technology and engineering and math. "
111552168,2011-01-25 00:00:00,Barack Obama,Democrats,64,"In fact, to every young person listening tonight who's contemplating their career choice: If you want to make a difference in the life of our Nation, if you want to make a difference in the life of a child, become a teacher. Your country needs you. "
111552169,2011-01-25 00:00:00,Barack Obama,Democrats,95,"Of course, the education race doesn't end with a high school diploma. To compete, higher education must be within the reach of every American. That's why we've ended the unwarranted taxpayer subsidies that went to banks and used the savings to make college affordable for millions of students. And this year, I ask Congress to go further and make permanent our tuition tax credit, worth $10,000 for 4 years of college. It's the right thing to do. "
111552170,2011-01-25 00:00:00,Barack Obama,Democrats,142,"Because people need to be able to train for new jobs and careers in today's fast-changing economy, we're also revitalizing America's community colleges. Last month, I saw the promise of these schools at Forsyth Tech in North Carolina. Many of the students there used to work in the surrounding factories that have since left town. One mother of two, a woman named Kathy Proctor, had worked in the furniture industry since she was 18 years old. And she told me she's earning her degree in biotechnology now, at 55 years old, not just because the furniture jobs are gone, but because she wants to inspire her children to pursue their dreams too. As Kathy said, ""I hope it tells them to never give up."" "
111552171,2011-01-25 00:00:00,Barack Obama,Democrats,83,"If we take these steps, if we raise expectations for every child and give them the best possible chance at an education, from the day they are born until the last job they take, we will reach the goal that I set 2 years ago: By the end of the decade, America will once again have the highest proportion of college graduates in the world. "
111552172,2011-01-25 00:00:00,Barack Obama,Democrats,115,"Now, I strongly believe that we should take on, once and for all, the issue of illegal immigration. And I am prepared to work with Republicans and Democrats to protect our borders, enforce our laws, and address the millions of undocumented workers who are now living in the shadows. I know that debate will be difficult. I know it will take time. But tonight, let's agree to make that effort. And let's stop expelling talented, responsible young people who could be staffing our research labs or starting a new business, who could be further enriching this Nation. "
111552173,2011-01-25 00:00:00,Barack Obama,Democrats,54,"The third step in winning the future is rebuilding America. To attract new businesses to our shores, we need the fastest, most reliable ways to move people, goods, and information, from high-speed rail to high-speed Internet. "
111552174,2011-01-25 00:00:00,Barack Obama,Democrats,78,"Our infrastructure used to be the best, but our lead has slipped. South Korean homes now have greater Internet access than we do. Countries in Europe and Russia invest more in their roads and railways than we do. China is building faster trains and newer airports. Meanwhile, when our own engineers graded our Nation's infrastructure, they gave us a ""D."" "
111552175,2011-01-25 00:00:00,Barack Obama,Democrats,73,"We have to do better. America is the nation that built the transcontinental railroad, brought electricity to rural communities, constructed the Interstate Highway System. The jobs created by these projects didn't just come from laying down track or pavement. They came from businesses that opened near a town's new train station or the new off-ramp. "
111552176,2011-01-25 00:00:00,Barack Obama,Democrats,52,"We'll put more Americans to work repairing crumbling roads and bridges. We'll make sure this is fully paid for, attract private investment, and pick projects based [on]* what's best for the economy, not politicians. "
111552177,2011-01-25 00:00:00,Barack Obama,Democrats,77,"Within 25 years, our goal is to give 80 percent of Americans access to high-speed rail. This could allow you to go places in half the time it takes to travel by car. For some trips, it will be faster than flying, without the pat-down. [Laughter] As we speak, routes in California and the Midwest are already underway. "
111552178,2011-01-25 00:00:00,Barack Obama,Democrats,131,"Within the next 5 years, we'll make it possible for businesses to deploy the next generation of high-speed wireless coverage to 98 percent of all Americans. This isn't just about—this isn't about faster Internet or fewer dropped calls. It's about connecting every part of America to the digital age. It's about a rural community in Iowa or Alabama where farmers and small-business owners will be able to sell their products all over the world. It's about a firefighter who can download the design of a burning building onto a handheld device, a student who can take classes with a digital textbook, or a patient who can have face-to-face video chats with her doctor. "
111552179,2011-01-25 00:00:00,Barack Obama,Democrats,59,"All these investments, in innovation, education, and infrastructure, will make America a better place to do business and create jobs. But to help our companies compete, we also have to knock down barriers that stand in the way of their success. "
111552180,2011-01-25 00:00:00,Barack Obama,Democrats,81,"For example, over the years, a parade of lobbyists has rigged the Tax Code to benefit particular companies and industries. Those with accountants or lawyers to work the system can end up paying no taxes at all. But all the rest are hit with one of the highest corporate tax rates in the world. It makes no sense, and it has to change. "
111552181,2011-01-25 00:00:00,Barack Obama,Democrats,64,"So tonight I'm asking Democrats and Republicans to simplify the system, get rid of the loopholes, level the playing field, and use the savings to lower the corporate tax rate for the first time in 25 years without adding to our deficit. It can be done. "
111552182,2011-01-25 00:00:00,Barack Obama,Democrats,22,* White House correction. 
111552183,2011-01-25 00:00:00,Barack Obama,Democrats,81,"Now, before I took office, I made it clear that we would enforce our trade agreements, and that I would only sign deals that keep faith with American workers and promote American jobs. That's what we did with Korea, and that's what I intend to do as we pursue agreements with Panama and Colombia and continue our Asia Pacific and global trade talks. "
111552184,2011-01-25 00:00:00,Barack Obama,Democrats,149,"To reduce barriers to growth and investment, I've ordered a review of Government regulations. When we find rules that put an unnecessary burden on businesses, we will fix them. But I will not hesitate to create or enforce commonsense safeguards to protect the American people. That's what we've done in this country for more than a century. It's why our food is safe to eat, our water is safe to drink, and our air is safe to breathe. It's why we have speed limits and child labor laws. It's why last year, we put in place consumer protections against hidden fees and penalties by credit card companies and new rules to prevent another financial crisis. And it's why we passed reform that finally prevents the health insurance industry from exploiting patients. "
111552185,2011-01-25 00:00:00,Barack Obama,Democrats,98,"Now, I have heard rumors that a few of you still have concerns about our new health care law. [Laughter] So let me be the first to say that anything can be improved. If you have ideas about how to improve this law by making care better or more affordable, I am eager to work with you. We can start right now by correcting a flaw in the legislation that has placed an unnecessary bookkeeping burden on small businesses. "
111552186,2011-01-25 00:00:00,Barack Obama,Democrats,88,"I'm not willing to tell James Howard, a brain cancer patient from Texas, that his treatment might not be covered. I'm not willing to tell Jim Houser, a small-business man from Oregon, that he has to go back to paying $5,000 more to cover his employees. As we speak, this law is making prescription drugs cheaper for seniors and giving uninsured students a chance to stay on their patients'—parents' coverage. "
111552187,2011-01-25 00:00:00,Barack Obama,Democrats,39,"Now, the final critical step in winning the future is to make sure we aren't buried under a mountain of debt. "
111552188,2011-01-25 00:00:00,Barack Obama,Democrats,58,"We are living with a legacy of deficit spending that began almost a decade ago. And in the wake of the financial crisis, some of that was necessary to keep credit flowing, save jobs, and put money in people's pockets. "
111552189,2011-01-25 00:00:00,Barack Obama,Democrats,64,"But now that the worst of the recession is over, we have to confront the fact that our Government spends more than it takes in. That is not sustainable. Every day, families sacrifice to live within their means. They deserve a Government that does the same. "
111552190,2011-01-25 00:00:00,Barack Obama,Democrats,69,"So tonight I am proposing that starting this year, we freeze annual domestic spending for the next 5 years. Now, this would reduce the deficit by more than $400 billion over the next decade and will bring discretionary spending to the lowest share of our economy since Dwight Eisenhower was President. "
111552191,2011-01-25 00:00:00,Barack Obama,Democrats,78,"This freeze will require painful cuts. Already, we've frozen the salaries of hard-working Federal employees for the next 2 years. I've proposed cuts to things I care deeply about, like community action programs. The Secretary of Defense has also agreed to cut tens of billions of dollars in spending that he and his generals believe our military can do without. "
111552192,2011-01-25 00:00:00,Barack Obama,Democrats,117,"Now, I recognize that some in this Chamber have already proposed deeper cuts, and I'm willing to eliminate whatever we can honestly afford to do without. But let's make sure that we're not doing it on the backs of our most vulnerable citizens. And let's make sure that what we're cutting is really excess weight. Cutting the deficit by gutting our investments in innovation and education is like lightening an overloaded airplane by removing its engine. It may make you feel like you're flying high at first, but it won't take long before you feel the impact. [Laughter] "
111552193,2011-01-25 00:00:00,Barack Obama,Democrats,64,"Now, most of the cuts and savings I've proposed only address annual domestic spending, which represents a little more than 12 percent of our budget. To make further progress, we have to stop pretending that cutting this kind of spending alone will be enough. It won't. "
111552194,2011-01-25 00:00:00,Barack Obama,Democrats,78,"The bipartisan fiscal commission I created last year made this crystal clear. I don't agree with all their proposals, but they made important progress. And their conclusion is that the only way to tackle our deficit is to cut excessive spending wherever we find it, in domestic spending, defense spending, health care spending, and spending through tax breaks and loopholes. "
111552195,2011-01-25 00:00:00,Barack Obama,Democrats,109,"This means further reducing health care costs, including programs like Medicare and Medicaid, which are the single biggest contributor to our long-term deficit. The health insurance law we passed last year will slow these rising costs, which is part of the reason that nonpartisan economists have said that repealing the health care law would add a quarter of a trillion dollars to our deficit. Still, I'm willing to look at other ideas to bring down costs, including one that Republicans suggested last year: medical malpractice reform to rein in frivolous lawsuits. "
111552196,2011-01-25 00:00:00,Barack Obama,Democrats,75,"To put us on solid ground, we should also find a bipartisan solution to strengthen Social Security for future generations. We must do it without putting at risk current retirees, the most vulnerable, or people with disabilities, without slashing benefits for future generations, and without subjecting Americans' guaranteed retirement income to the whims of the stock market. "
111552197,2011-01-25 00:00:00,Barack Obama,Democrats,81,"And if we truly care about our deficit, we simply can't afford a permanent extension of the tax cuts for the wealthiest 2 percent of Americans. Before we take money away from our schools or scholarships away from our students, we should ask millionaires to give up their tax break. It's not a matter of punishing their success, it's about promoting America's success. "
111552198,2011-01-25 00:00:00,Barack Obama,Democrats,73,"So now is the time to act. Now is the time for both sides and both Houses of Congress, Democrats and Republicans, to forge a principled compromise that gets the job done. If we make the hard choices now to rein in our deficits, we can make the investments we need to win the future. "
111552199,2011-01-25 00:00:00,Barack Obama,Democrats,59,"Let me take this one step further. We shouldn't just give our people a Government that's more affordable, we should give them a Government that's more competent and more efficient. We can't win the future with a Government of the past. "
111552200,2011-01-25 00:00:00,Barack Obama,Democrats,105,"We live and do business in the information age, but the last major reorganization of the Government happened in the age of black-and-white TV. There are 12 different agencies that deal with exports. There are at least five different agencies that deal with housing policy. Then there's my favorite example: The Interior Department is in charge of salmon while they're in fresh water, but the Commerce Department handles them when they're in saltwater. [Laughter] I hear it gets even more complicated once they're smoked. [Laughter] "
111552201,2011-01-25 00:00:00,Barack Obama,Democrats,128,"Now, we've made great strides over the last 2 years in using technology and getting rid of waste. Veterans can now download their electronic medical records with a click of the mouse. We're selling acres of Federal office space that hasn't been used in years, and we'll cut through redtape to get rid of more. But we need to think bigger. In the coming months, my administration will develop a proposal to merge, consolidate, and reorganize the Federal Government in a way that best serves the goal of a more competitive America. I will submit that proposal to Congress for a vote, and we will push to get it passed. "
111552202,2011-01-25 00:00:00,Barack Obama,Democrats,141,"In the coming year, we'll also work to rebuild people's faith in the institution of Government. Because you deserve to know exactly how and where your tax dollars are being spent, you'll be able to go to a web site and get that information for the very first time in history. Because you deserve to know when your elected officials are meeting with lobbyists, I ask Congress to do what the White House has already done: put that information online. And because the American people deserve to know that special interests aren't larding up legislation with pet projects, both parties in Congress should know this: If a bill comes to my desk with earmarks inside, I will veto it. I will veto it. "
111552203,2011-01-25 00:00:00,Barack Obama,Democrats,74,"The 21st-century Government that's open and competent, a government that lives within its means, an economy that's driven by new skills and new ideas—our success in this new and changing world will require reform, responsibility, and innovation. It will also require us to approach that world with a new level of engagement in our foreign affairs. "
111552204,2011-01-25 00:00:00,Barack Obama,Democrats,50,"Just as jobs and businesses can now race across borders, so can new threats and new challenges. No single wall separates East and West. No one rival superpower is aligned against us. "
111552205,2011-01-25 00:00:00,Barack Obama,Democrats,80,"And so we must defeat determined enemies, wherever they are, and build coalitions that cut across lines of region and race and religion. And America's moral example must always shine for all who yearn for freedom and justice and dignity. And because we've begun this work, tonight we can say that American leadership has been renewed and America's standing has been restored. "
111552206,2011-01-25 00:00:00,Barack Obama,Democrats,90,"Look to Iraq, where nearly 100,000 of our brave men and women have left with their heads held high. American combat patrols have ended, violence is down, and a new Government has been formed. This year, our civilians will forge a lasting partnership with the Iraqi people, while we finish the job of bringing our troops out of Iraq. America's commitment has been kept. The Iraq war is coming to an end. "
111552207,2011-01-25 00:00:00,Barack Obama,Democrats,93,"Of course, as we speak, Al Qaida and their affiliates continue to plan attacks against us. Thanks to our intelligence and law enforcement professionals, we're disrupting plots and securing our cities and skies. And as extremists try to inspire acts of violence within our borders, we are responding with the strength of our communities, with respect for the rule of law, and with the conviction that American Muslims are a part of our American family. "
111552208,2011-01-25 00:00:00,Barack Obama,Democrats,75,"We've also taken the fight to Al Qaida and their allies abroad. In Afghanistan, our troops have taken Taliban strongholds and trained Afghan security forces. Our purpose is clear: By preventing the Taliban from reestablishing a stranglehold over the Afghan people, we will deny Al Qaida the safe haven that served as a launching pad for 9/11. "
111552209,2011-01-25 00:00:00,Barack Obama,Democrats,95,"Thanks to our heroic troops and civilians, fewer Afghans are under the control of the insurgency. There will be tough fighting ahead, and the Afghan Government will need to deliver better governance. But we are strengthening the capacity of the Afghan people and building an enduring partnership with them. This year, we will work with nearly 50 countries to begin a transition to an Afghan lead, and this July, we will begin to bring our troops home. "
111552210,2011-01-25 00:00:00,Barack Obama,Democrats,80,"In Pakistan, Al Qaida's leadership is under more pressure than at any point since 2001. Their leaders and operatives are being removed from the battlefield. Their safe havens are shrinking. And we've sent a message from the Afghan border to the Arabian Peninsula to all parts of the globe: We will not relent, we will not waver, and we will defeat you. "
111552211,2011-01-25 00:00:00,Barack Obama,Democrats,75,"American leadership can also be seen in the effort to secure the worst weapons of war. Because Republicans and Democrats approved the new START Treaty, far fewer nuclear weapons and launchers will be deployed. Because we rallied the world, nuclear materials are being locked down on every continent so they never fall into the hands of terrorists. "
